person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_codes,x_test_indices,y_test,y_pred
26,55560,RENT,5.0,MEDICAL,1450,14.27,0,0.03,N,3,1,1483,0,0
22,101000,RENT,0.0,EDUCATION,1475,5.79,0,0.01,N,3,1,1484,0,0
22,27040,RENT,0.0,DEBTCONSOLIDATION,1500,12.73,0,0.06,N,2,1,1486,0,0
25,27996,RENT,0.0,MEDICAL,1500,11.89,0,0.05,N,3,1,1487,0,0
24,27600,OWN,2.0,MEDICAL,10000,10.99,0,0.36,N,2,1,1489,0,0
22,28500,RENT,1.0,EDUCATION,1500,10.99,0,0.05,N,4,1,1490,0,0
25,30000,RENT,0.0,EDUCATION,1500,16.82,1,0.05,Y,3,0,1498,1,1
23,31000,RENT,1.0,DEBTCONSOLIDATION,1500,8.94,0,0.05,N,3,1,1501,0,0
25,31200,RENT,9.0,VENTURE,1500,11.12,0,0.05,N,2,1,1503,0,0
25,32000,RENT,1.0,DEBTCONSOLIDATION,1500,7.29,0,0.05,N,3,1,1507,0,0
24,32000,RENT,1.0,EDUCATION,1500,13.92,0,0.05,Y,4,0,1508,0,1
23,35000,RENT,6.0,DEBTCONSOLIDATION,1500,8.88,0,0.04,N,3,1,1521,0,0
23,28000,OWN,6.0,VENTURE,7000,9.99,0,0.25,N,4,1,1534,0,0
25,33996,RENT,8.0,MEDICAL,1500,16.82,1,0.04,N,4,1,1536,1,0
26,28000,MORTGAGE,8.0,PERSONAL,4500,10.99,1,0.16,N,2,1,1544,1,0
24,39000,RENT,3.0,EDUCATION,1500,8.49,1,0.04,N,3,1,1554,1,0
26,45000,RENT,3.0,VENTURE,1500,10.25,0,0.03,N,3,1,1557,0,0
26,51996,RENT,10.0,VENTURE,1500,13.85,0,0.03,Y,4,0,1565,0,0
25,28000,OWN,4.0,VENTURE,12200,12.53,0,0.44,N,4,1,1566,0,0
25,28000,MORTGAGE,3.0,EDUCATION,5000,8.0,0,0.18,N,2,1,1570,0,0
23,54000,RENT,7.0,PERSONAL,1500,9.62,0,0.03,N,3,1,1572,0,0
26,55400,RENT,1.0,MEDICAL,1500,12.84,0,0.03,N,4,1,1576,0,0
25,63000,RENT,0.0,DEBTCONSOLIDATION,1500,12.42,0,0.02,N,4,1,1583,0,0
22,71000,RENT,6.0,EDUCATION,1500,6.99,0,0.02,N,3,1,1584,0,0
24,14400,RENT,0.0,PERSONAL,1600,18.25,1,0.11,N,3,1,1590,1,1
24,28500,OWN,4.0,VENTURE,3500,14.59,0,0.12,N,3,1,1594,0,0
23,24960,RENT,3.0,MEDICAL,1675,11.11,0,0.07,N,3,1,1599,0,1
21,28596,MORTGAGE,3.0,PERSONAL,2000,7.29,0,0.07,N,4,1,1603,0,0
21,28692,MORTGAGE,5.0,EDUCATION,3000,10.75,0,0.1,N,2,1,1608,0,0
26,22000,RENT,2.0,MEDICAL,1750,10.99,0,0.08,N,3,1,1616,0,0
26,96000,RENT,2.0,HOMEIMPROVEMENT,1750,6.54,0,0.02,N,2,1,1618,0,0
23,45000,RENT,0.0,EDUCATION,1775,12.72,0,0.04,Y,2,0,1621,0,0
22,28800,MORTGAGE,2.0,MEDICAL,10000,7.49,0,0.35,N,2,1,1631,0,0
23,28800,MORTGAGE,0.0,MEDICAL,6000,7.49,0,0.21,N,2,1,1635,0,0
22,45000,RENT,4.0,VENTURE,1800,16.49,0,0.04,N,4,1,1640,0,0
26,45000,RENT,5.0,MEDICAL,1800,14.11,0,0.04,Y,2,0,1644,0,0
23,48000,RENT,4.0,PERSONAL,1800,11.49,0,0.04,N,4,1,1647,0,0
22,71004,RENT,6.0,EDUCATION,1800,11.12,0,0.03,N,4,1,1653,0,0
26,75000,RENT,1.0,VENTURE,1800,9.25,0,0.02,N,2,1,1655,0,0
24,35000,RENT,4.0,EDUCATION,1850,7.12,0,0.05,N,2,1,1661,0,0
25,42000,RENT,4.0,EDUCATION,1925,6.17,0,0.05,N,4,1,1668,0,0
22,28880,MORTGAGE,4.0,MEDICAL,2000,8.59,0,0.07,N,3,1,1670,0,0
24,31200,RENT,3.0,MEDICAL,1950,13.11,0,0.06,Y,4,0,1671,0,0
24,28932,MORTGAGE,4.0,PERSONAL,10000,10.99,0,0.35,Y,2,0,1673,0,0
23,28989,MORTGAGE,0.0,EDUCATION,10000,8.0,0,0.34,N,2,1,1675,0,0
24,14400,RENT,4.0,VENTURE,2000,10.65,0,0.14,N,4,1,1680,0,0
26,14400,RENT,1.0,PERSONAL,2000,17.49,1,0.14,N,4,1,1681,1,1
21,29000,MORTGAGE,0.0,PERSONAL,4200,11.99,0,0.14,N,3,1,1682,0,0
21,14400,RENT,0.0,DEBTCONSOLIDATION,2000,5.79,0,0.14,N,2,1,1684,0,0
25,15000,RENT,0.0,MEDICAL,2000,7.88,0,0.13,N,4,1,1687,0,0
24,19200,RENT,2.0,MEDICAL,2000,13.49,0,0.1,N,4,1,1697,0,0
26,19200,RENT,3.0,MEDICAL,2000,6.17,0,0.1,N,4,1,1699,0,0
23,29004,MORTGAGE,2.0,MEDICAL,6000,11.99,0,0.21,N,2,1,1703,0,1
22,29004,MORTGAGE,3.0,VENTURE,5000,9.25,0,0.17,N,4,1,1704,0,0
23,29004,OWN,1.0,EDUCATION,2000,13.16,0,0.07,Y,3,0,1707,0,0
23,22000,RENT,1.0,VENTURE,2000,13.99,0,0.09,N,2,1,1710,0,1
25,24000,RENT,0.0,PERSONAL,2000,10.38,0,0.08,N,4,1,1721,0,0
24,25000,RENT,6.0,PERSONAL,2000,6.62,0,0.08,N,4,1,1731,0,0
21,29664,MORTGAGE,5.0,DEBTCONSOLIDATION,5000,13.57,1,0.17,Y,4,0,1736,1,1
23,26496,RENT,1.0,DEBTCONSOLIDATION,2000,13.61,0,0.08,N,4,1,1738,0,0
26,30000,RENT,2.0,EDUCATION,2000,11.71,1,0.07,N,2,1,1741,1,0
23,82000,RENT,7.0,HOMEIMPROVEMENT,15000,18.25,1,0.18,Y,2,0,1748,1,1
23,121000,RENT,7.0,MEDICAL,15000,10.99,0,0.12,N,2,1,1784,0,0
25,125000,RENT,0.0,VENTURE,15000,10.99,0,0.12,N,3,1,1786,0,0
25,30000,MORTGAGE,2.0,VENTURE,8000,10.65,0,0.27,N,4,1,1788,0,0
24,123000,RENT,8.0,PERSONAL,15000,15.37,1,0.12,N,4,1,1791,1,0
22,140000,RENT,4.0,VENTURE,15000,14.17,0,0.11,Y,3,0,1792,0,0
26,30000,MORTGAGE,10.0,VENTURE,6500,6.62,0,0.22,N,3,1,1800,0,0
24,55000,RENT,4.0,PERSONAL,14900,11.83,0,0.27,N,3,1,1803,0,0
25,28800,RENT,6.0,MEDICAL,14800,7.49,1,0.51,N,3,1,1807,1,1
23,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,1000,6.62,1,0.03,N,3,1,1808,1,0
25,30000,RENT,2.0,MEDICAL,2000,10.38,0,0.07,N,2,1,1811,0,0
26,30000,RENT,9.0,VENTURE,2000,11.49,0,0.07,N,3,1,1812,0,0
24,32000,RENT,2.0,EDUCATION,2000,10.59,1,0.06,N,3,1,1818,1,0
23,32000,RENT,5.0,VENTURE,2000,16.49,0,0.06,N,3,1,1819,0,0
24,32640,RENT,5.0,EDUCATION,2000,10.0,1,0.06,N,2,1,1822,1,0
23,33000,RENT,1.0,EDUCATION,2000,6.03,0,0.06,N,4,1,1824,0,0
22,33000,RENT,1.0,DEBTCONSOLIDATION,2000,10.99,0,0.06,N,3,1,1826,0,0
21,40000,RENT,2.0,EDUCATION,2000,14.72,0,0.05,N,3,1,1829,0,0
22,54000,RENT,7.0,MEDICAL,2000,18.3,1,0.04,Y,4,0,1841,1,1
26,62400,RENT,3.0,PERSONAL,2000,12.53,0,0.03,N,2,1,1846,0,0
26,67000,RENT,6.0,EDUCATION,2000,10.99,0,0.03,N,4,1,1850,0,0
23,70000,RENT,4.0,PERSONAL,2000,7.66,0,0.03,N,2,1,1851,0,0
22,75000,RENT,6.0,EDUCATION,2000,13.43,0,0.03,N,3,1,1859,0,0
26,30000,MORTGAGE,5.0,HOMEIMPROVEMENT,2000,11.99,1,0.07,N,2,1,1863,1,0
22,30000,MORTGAGE,5.0,MEDICAL,3000,14.79,0,0.1,Y,3,0,1864,0,1
23,80000,RENT,1.0,VENTURE,2000,9.99,0,0.03,N,4,1,1866,0,0
25,130000,RENT,3.0,HOMEIMPROVEMENT,2000,6.99,0,0.02,N,4,1,1876,0,0
22,25000,RENT,1.0,VENTURE,2050,10.59,0,0.08,N,2,1,1877,0,0
25,23000,RENT,0.0,EDUCATION,2100,13.48,0,0.09,Y,4,0,1884,0,0
22,60000,RENT,5.0,VENTURE,2100,13.43,0,0.04,N,2,1,1895,0,0
23,87000,RENT,4.0,EDUCATION,2100,10.99,0,0.02,N,2,1,1900,0,0
24,79050,RENT,2.0,MEDICAL,2100,9.91,1,0.02,N,4,1,1901,1,0
26,57600,RENT,10.0,DEBTCONSOLIDATION,2150,15.62,1,0.04,Y,3,0,1905,1,1
23,30000,RENT,1.0,MEDICAL,14000,11.26,1,0.47,N,3,1,1911,1,1
22,32000,RENT,0.0,DEBTCONSOLIDATION,14000,13.49,1,0.44,N,2,1,1912,1,1
24,30000,OWN,7.0,HOMEIMPROVEMENT,10000,12.61,0,0.33,N,3,1,1928,0,0
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,1000,13.72,0,0.03,N,4,1,1930,0,0
23,26004,RENT,8.0,DEBTCONSOLIDATION,2200,9.91,1,0.08,N,2,1,1941,1,0
22,55000,RENT,3.0,MEDICAL,2200,5.79,0,0.04,N,4,1,1952,0,0
25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,9000,7.51,0,0.3,N,4,1,1954,0,0
21,52500,RENT,0.0,DEBTCONSOLIDATION,2225,7.66,0,0.04,N,3,1,1956,0,0
25,25920,RENT,0.0,PERSONAL,2300,11.11,0,0.09,N,4,1,1962,0,0
23,13000,RENT,0.0,PERSONAL,2400,16.82,1,0.18,N,3,1,1974,1,1
24,13288,RENT,5.0,VENTURE,2400,17.27,1,0.18,N,2,1,1975,1,1
24,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,5000,13.48,1,0.17,Y,2,0,1976,1,1
25,30000,MORTGAGE,6.0,PERSONAL,4000,7.14,0,0.13,N,2,1,1977,0,0
22,30000,MORTGAGE,6.0,VENTURE,3200,13.48,0,0.11,N,4,1,1984,0,0
22,30000,MORTGAGE,6.0,EDUCATION,13750,14.22,0,0.46,N,4,1,1985,0,1
23,22790,RENT,7.0,VENTURE,2400,8.94,0,0.11,N,4,1,1992,0,0
25,22800,RENT,1.0,MEDICAL,2400,10.36,0,0.11,N,4,1,1993,0,0
21,26000,RENT,1.0,PERSONAL,2400,11.58,1,0.09,N,4,1,2000,1,0
25,28000,RENT,8.0,EDUCATION,2400,11.49,0,0.09,N,3,1,2004,0,0
21,30000,RENT,1.0,VENTURE,2400,16.49,1,0.08,Y,2,0,2007,1,1
24,30000,RENT,2.0,MEDICAL,2400,13.72,0,0.08,Y,4,0,2008,0,0
22,32000,RENT,0.0,MEDICAL,2400,11.99,0,0.07,N,3,1,2012,0,0
23,40000,RENT,3.0,DEBTCONSOLIDATION,2400,8.9,0,0.06,N,3,1,2020,0,0
24,30000,MORTGAGE,0.0,VENTURE,6000,13.22,0,0.2,N,3,1,2022,0,0
24,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,13.57,0,0.2,N,2,1,2029,0,0
22,57500,RENT,3.0,PERSONAL,2400,15.23,0,0.04,N,3,1,2055,0,0
21,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,14000,9.38,0,0.47,N,4,1,2059,0,0
23,36000,RENT,0.0,EDUCATION,2425,8.49,0,0.07,N,4,1,2069,0,0
23,51000,RENT,6.0,DEBTCONSOLIDATION,13500,12.23,0,0.26,Y,2,0,2081,0,0
22,30288,OWN,0.0,EDUCATION,5000,19.47,1,0.17,Y,3,0,2084,1,0
24,57772,RENT,6.0,VENTURE,13500,13.99,0,0.23,N,2,1,2088,0,0
25,30576,MORTGAGE,5.0,DEBTCONSOLIDATION,10000,6.03,0,0.33,N,4,1,2094,0,0
26,100000,RENT,0.0,PERSONAL,13500,7.14,0,0.14,N,3,1,2095,0,0
23,30652,MORTGAGE,4.0,DEBTCONSOLIDATION,6000,14.54,1,0.2,Y,2,0,2098,1,1
22,50000,RENT,0.0,DEBTCONSOLIDATION,13350,14.59,1,0.27,N,2,1,2104,1,1
22,30000,RENT,4.0,DEBTCONSOLIDATION,13250,16.4,1,0.44,Y,3,0,2110,1,1
22,33300,RENT,0.0,DEBTCONSOLIDATION,13250,10.99,1,0.4,N,4,1,2111,1,1
26,35000,RENT,5.0,VENTURE,13225,13.49,1,0.38,Y,3,0,2116,1,1
26,80952,RENT,6.0,EDUCATION,13200,16.77,0,0.16,N,4,1,2132,0,0
25,31000,MORTGAGE,7.0,HOMEIMPROVEMENT,6000,7.66,0,0.19,N,2,1,2135,0,0
25,31000,MORTGAGE,4.0,VENTURE,10000,10.38,0,0.32,N,4,1,2141,0,0
25,31000,MORTGAGE,2.0,PERSONAL,12250,11.36,1,0.4,N,3,1,2145,1,1
22,30000,RENT,2.0,VENTURE,13000,13.11,1,0.43,Y,3,0,2146,1,1
25,35000,RENT,5.0,MEDICAL,13000,13.22,1,0.37,N,2,1,2150,1,1
23,31000,MORTGAGE,6.0,EDUCATION,18500,10.99,0,0.6,N,4,1,2158,0,0
22,37200,RENT,0.0,VENTURE,13000,16.0,1,0.35,N,2,1,2174,1,1
25,31200,MORTGAGE,9.0,DEBTCONSOLIDATION,6000,5.79,0,0.19,N,4,1,2181,0,0
22,48000,RENT,1.0,MEDICAL,13000,9.99,0,0.27,N,2,1,2182,0,0
23,44000,RENT,7.0,DEBTCONSOLIDATION,13000,16.29,1,0.3,N,3,1,2185,1,1
22,20640,RENT,0.0,EDUCATION,2500,12.68,0,0.12,N,3,1,2186,0,0
22,21996,RENT,0.0,MEDICAL,2500,11.89,0,0.11,N,2,1,2189,0,0
22,31200,MORTGAGE,2.0,DEBTCONSOLIDATION,1050,7.51,1,0.03,N,4,1,2191,1,0
21,22200,RENT,2.0,PERSONAL,2500,16.29,1,0.11,N,4,1,2194,1,1
22,31356,MORTGAGE,6.0,DEBTCONSOLIDATION,11225,10.99,1,0.36,Y,2,0,2210,1,0
21,26940,RENT,1.0,EDUCATION,2500,5.42,0,0.09,N,4,1,2211,0,0
25,27024,RENT,7.0,EDUCATION,2500,16.69,0,0.09,N,2,1,2213,0,0
23,34800,RENT,7.0,EDUCATION,2500,6.39,0,0.07,N,2,1,2231,0,0
22,30000,RENT,0.0,EDUCATION,2500,13.16,1,0.08,Y,4,0,2237,1,0
26,37225,RENT,4.0,PERSONAL,2500,10.99,0,0.07,N,3,1,2240,0,0
23,32000,MORTGAGE,7.0,EDUCATION,10000,11.71,0,0.31,N,2,1,2245,0,0
25,40000,RENT,3.0,MEDICAL,2500,9.99,0,0.06,N,3,1,2247,0,0
23,42000,RENT,0.0,EDUCATION,2500,11.49,0,0.06,N,2,1,2255,0,0
23,32000,MORTGAGE,4.0,EDUCATION,2000,5.99,0,0.06,N,2,1,2265,0,0
26,47004,RENT,9.0,MEDICAL,2500,15.65,0,0.05,Y,3,0,2269,0,1
26,52000,RENT,6.0,DEBTCONSOLIDATION,2500,14.82,0,0.05,Y,2,0,2276,0,1
23,54000,RENT,7.0,EDUCATION,2500,16.32,0,0.05,Y,2,0,2279,0,0
24,57600,RENT,8.0,EDUCATION,2500,14.72,0,0.04,Y,3,0,2286,0,0
22,60000,RENT,5.0,DEBTCONSOLIDATION,2500,10.99,0,0.04,Y,4,0,2289,0,0
25,60000,RENT,9.0,PERSONAL,2500,8.63,0,0.04,N,3,1,2290,0,0
23,63000,RENT,7.0,EDUCATION,2500,14.72,0,0.04,N,2,1,2294,0,0
25,65004,RENT,10.0,MEDICAL,2500,10.08,0,0.04,N,2,1,2296,0,0
24,32000,MORTGAGE,4.0,VENTURE,3000,10.75,0,0.09,N,4,1,2298,0,0
22,54400,RENT,6.0,MEDICAL,2500,16.49,1,0.04,Y,3,0,2299,1,1
24,32000,MORTGAGE,7.0,VENTURE,4500,6.76,0,0.14,N,2,1,2300,0,0
26,82400,RENT,10.0,VENTURE,2500,13.92,0,0.03,N,3,1,2304,0,0
26,85000,RENT,1.0,EDUCATION,2500,8.59,0,0.03,N,2,1,2305,0,0
21,32000,OWN,3.0,PERSONAL,4500,16.0,0,0.14,N,4,1,2322,0,0
23,23760,RENT,2.0,DEBTCONSOLIDATION,2800,10.99,0,0.12,N,2,1,2325,0,0
21,32000,MORTGAGE,5.0,DEBTCONSOLIDATION,4200,11.58,0,0.13,N,2,1,2328,0,1
23,26500,RENT,1.0,EDUCATION,2800,12.29,0,0.11,N,3,1,2331,0,0
25,32004,MORTGAGE,3.0,PERSONAL,22750,6.17,0,0.71,N,4,1,2338,0,0
23,28000,RENT,2.0,VENTURE,2875,15.23,0,0.1,Y,3,0,2342,0,1
22,32004,MORTGAGE,6.0,EDUCATION,10000,7.51,0,0.31,N,2,1,2344,0,0
26,31200,RENT,0.0,MEDICAL,2900,9.91,0,0.09,N,2,1,2348,0,0
22,27000,RENT,5.0,PERSONAL,2925,10.71,0,0.11,N,4,1,2351,0,0
22,25000,RENT,0.0,VENTURE,2975,9.96,0,0.12,N,2,1,2354,0,0
21,12000,RENT,0.0,VENTURE,3000,7.88,1,0.25,N,3,1,2360,1,1
21,32268,OWN,0.0,MEDICAL,8000,8.0,0,0.25,N,3,1,2362,0,0
25,32400,MORTGAGE,9.0,PERSONAL,10000,13.99,0,0.31,Y,3,0,2372,0,1
24,18000,RENT,5.0,PERSONAL,3000,15.27,1,0.17,Y,2,0,2385,1,1
23,18000,RENT,1.0,HOMEIMPROVEMENT,3000,15.99,1,0.17,Y,2,0,2386,1,1
26,32450,MORTGAGE,5.0,MEDICAL,3250,6.99,0,0.1,N,4,1,2388,0,0
23,19200,RENT,3.0,VENTURE,3000,12.99,1,0.16,Y,2,0,2399,1,1
21,19200,RENT,0.0,PERSONAL,3000,10.99,1,0.16,N,2,1,2404,1,1
22,22800,RENT,3.0,MEDICAL,3000,6.62,0,0.13,N,3,1,2417,0,0
22,23000,RENT,4.0,MEDICAL,3000,5.79,0,0.13,N,2,1,2418,0,0
25,30000,RENT,3.0,PERSONAL,3000,13.61,0,0.1,N,2,1,2432,0,0
21,30000,RENT,4.0,EDUCATION,3000,16.32,0,0.1,Y,3,0,2434,0,1
24,30000,RENT,1.0,DEBTCONSOLIDATION,3000,13.98,1,0.1,Y,2,0,2436,1,0
21,30000,RENT,2.0,EDUCATION,3000,11.89,0,0.1,N,4,1,2441,0,0
25,33000,MORTGAGE,9.0,MEDICAL,3000,11.99,0,0.09,N,2,1,2442,0,0
26,31131,RENT,0.0,MEDICAL,3000,13.36,1,0.1,Y,4,0,2445,1,0
22,32400,RENT,5.0,PERSONAL,3000,16.45,0,0.09,N,3,1,2457,0,0
26,33189,RENT,4.0,EDUCATION,3000,11.12,0,0.09,N,2,1,2463,0,0
23,34008,RENT,5.0,VENTURE,3000,10.0,0,0.09,N,4,1,2464,0,0
22,35000,RENT,0.0,EDUCATION,3000,10.99,0,0.09,N,2,1,2467,0,0
23,33000,MORTGAGE,2.0,DEBTCONSOLIDATION,3000,14.35,0,0.09,Y,3,0,2476,0,0
26,33000,MORTGAGE,10.0,PERSONAL,7000,7.43,0,0.21,N,4,1,2493,0,0
23,33012,OWN,2.0,EDUCATION,12200,10.99,0,0.37,N,4,1,2494,0,0
23,40000,RENT,2.0,PERSONAL,3000,13.49,0,0.07,N,3,1,2495,0,0
25,40000,RENT,2.0,MEDICAL,3000,10.25,0,0.07,N,2,1,2499,0,0
22,43500,RENT,0.0,EDUCATION,3000,5.42,0,0.07,N,3,1,2507,0,0
24,33321,OWN,4.0,VENTURE,12250,13.11,0,0.37,Y,4,0,2514,0,0
24,33360,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,10.59,0,0.18,N,3,1,2515,0,0
25,45000,RENT,4.0,MEDICAL,3000,7.9,0,0.07,N,4,1,2517,0,0
26,39000,RENT,11.0,EDUCATION,3000,10.99,1,0.08,Y,2,0,2522,1,0
23,33600,MORTGAGE,3.0,MEDICAL,4200,10.99,0,0.13,N,3,1,2527,0,1
24,39996,RENT,2.0,EDUCATION,3000,10.99,1,0.08,Y,3,0,2528,1,0
22,33600,OWN,1.0,MEDICAL,5000,18.25,0,0.15,N,2,1,2530,0,1
24,33600,MORTGAGE,3.0,PERSONAL,2500,8.9,0,0.07,N,2,1,2531,0,0
25,48000,RENT,0.0,EDUCATION,3000,13.47,0,0.06,Y,4,0,2541,0,0
25,33600,MORTGAGE,1.0,VENTURE,12000,9.99,0,0.36,N,3,1,2544,0,0
23,44000,RENT,4.0,DEBTCONSOLIDATION,3000,7.66,1,0.07,N,4,1,2549,1,0
23,50000,RENT,6.0,EDUCATION,3000,10.99,0,0.06,Y,2,0,2554,0,0
24,51600,RENT,8.0,HOMEIMPROVEMENT,3000,10.65,0,0.06,N,3,1,2558,0,0
22,45996,RENT,0.0,MEDICAL,3000,15.62,1,0.07,Y,2,0,2561,1,1
25,33800,MORTGAGE,2.0,EDUCATION,10000,15.31,0,0.3,N,4,1,2571,0,0
23,33990,MORTGAGE,2.0,DEBTCONSOLIDATION,1000,10.59,1,0.03,N,2,1,2574,1,0
21,33996,MORTGAGE,2.0,HOMEIMPROVEMENT,2500,7.88,1,0.07,N,3,1,2579,1,1
23,50000,RENT,0.0,EDUCATION,12000,10.59,0,0.24,N,3,1,2582,0,0
23,50000,RENT,1.0,DEBTCONSOLIDATION,12000,6.54,0,0.24,N,3,1,2585,0,0
25,44004,RENT,3.0,MEDICAL,12000,15.31,1,0.27,Y,3,0,2593,1,1
22,50361,RENT,6.0,EDUCATION,12000,12.73,0,0.24,N,4,1,2595,0,0
23,34000,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,6.99,0,0.29,N,4,1,2601,0,0
22,45449,RENT,6.0,MEDICAL,12000,10.99,1,0.26,N,4,1,2603,1,0
23,34000,OWN,7.0,VENTURE,10950,7.29,0,0.32,N,2,1,2608,0,0
24,34000,MORTGAGE,1.0,PERSONAL,5100,14.35,0,0.15,N,4,1,2616,0,0
25,34000,MORTGAGE,2.0,MEDICAL,6000,15.7,1,0.18,Y,3,0,2624,1,1
23,54000,RENT,8.0,VENTURE,12000,11.36,0,0.22,N,2,1,2627,0,0
25,54996,RENT,3.0,HOMEIMPROVEMENT,12000,10.37,0,0.22,N,2,1,2630,0,0
26,55000,RENT,10.0,PERSONAL,12000,12.42,0,0.22,N,3,1,2635,0,0
25,55000,RENT,9.0,EDUCATION,12000,10.65,0,0.22,N,3,1,2638,0,0
22,55008,RENT,6.0,EDUCATION,12000,13.79,0,0.22,N,2,1,2644,0,0
23,34174,MORTGAGE,8.0,PERSONAL,9000,13.47,0,0.26,N,4,1,2649,0,0
23,56000,RENT,2.0,PERSONAL,12000,10.75,0,0.21,N,3,1,2652,0,0
26,57000,RENT,0.0,MEDICAL,12000,10.99,0,0.21,N,4,1,2658,0,0
24,51000,RENT,3.0,PERSONAL,12000,7.88,1,0.24,N,3,1,2662,1,0
23,57000,RENT,4.0,DEBTCONSOLIDATION,12000,8.94,0,0.21,N,2,1,2664,0,0
25,51780,RENT,8.0,MEDICAL,12000,13.47,1,0.23,N,3,1,2666,1,0
24,52260,RENT,6.0,MEDICAL,12000,9.99,1,0.23,N,4,1,2672,1,0
23,52800,RENT,6.0,MEDICAL,3000,10.99,0,0.06,N,4,1,2678,0,0
24,34600,MORTGAGE,2.0,DEBTCONSOLIDATION,4000,5.42,0,0.12,N,2,1,2680,0,0
22,49000,RENT,7.0,DEBTCONSOLIDATION,3000,12.23,1,0.06,Y,2,0,2692,1,0
24,35000,MORTGAGE,9.0,HOMEIMPROVEMENT,8000,11.71,0,0.23,N,2,1,2705,0,0
23,59000,RENT,5.0,DEBTCONSOLIDATION,3000,7.14,0,0.05,N,2,1,2710,0,0
26,60000,RENT,3.0,DEBTCONSOLIDATION,3000,10.0,0,0.05,N,3,1,2718,0,0
22,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,9500,6.03,0,0.27,N,3,1,2726,0,0
21,35000,OWN,3.0,EDUCATION,5000,14.27,0,0.14,Y,3,0,2729,0,0
25,35000,MORTGAGE,9.0,DEBTCONSOLIDATION,7000,10.99,0,0.2,N,2,1,2730,0,0
24,62000,RENT,7.0,EDUCATION,3000,9.99,0,0.05,N,2,1,2731,0,0
24,35000,MORTGAGE,2.0,HOMEIMPROVEMENT,7500,7.9,0,0.21,N,3,1,2735,0,0
25,65000,RENT,1.0,HOMEIMPROVEMENT,3000,8.49,0,0.05,N,4,1,2740,0,0
24,35000,OWN,1.0,MEDICAL,10000,7.9,0,0.29,N,4,1,2741,0,0
22,65000,RENT,0.0,EDUCATION,3000,6.99,0,0.05,N,4,1,2742,0,0
22,35000,OWN,1.0,EDUCATION,8000,12.69,0,0.23,N,4,1,2743,0,0
26,65000,RENT,1.0,VENTURE,3000,5.79,0,0.05,N,2,1,2744,0,0
26,35000,MORTGAGE,10.0,PERSONAL,8000,12.69,0,0.23,N,3,1,2746,0,0
26,67500,RENT,1.0,HOMEIMPROVEMENT,3000,9.32,0,0.04,N,4,1,2755,0,0
26,54400,RENT,2.0,MEDICAL,3000,19.42,1,0.05,N,2,1,2757,1,1
24,64000,RENT,7.0,DEBTCONSOLIDATION,3000,15.21,1,0.05,N,4,1,2760,1,1
24,35000,MORTGAGE,7.0,EDUCATION,15000,7.49,0,0.43,N,4,1,2761,0,0
22,35000,MORTGAGE,2.0,EDUCATION,6000,7.49,0,0.17,N,4,1,2762,0,0
21,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,15000,10.99,0,0.43,N,4,1,2767,0,0
23,35000,MORTGAGE,7.0,EDUCATION,2100,5.42,0,0.06,N,3,1,2772,0,0
24,75000,RENT,4.0,HOMEIMPROVEMENT,3000,10.99,0,0.04,N,4,1,2778,0,0
22,35000,MORTGAGE,7.0,PERSONAL,3500,11.49,0,0.1,N,3,1,2789,0,0
23,85000,RENT,5.0,VENTURE,3000,7.49,0,0.04,N,3,1,2791,0,0
24,100000,RENT,0.0,HOMEIMPROVEMENT,3000,9.76,0,0.03,N,3,1,2799,0,0
24,142000,RENT,3.0,DEBTCONSOLIDATION,3000,7.88,0,0.02,N,2,1,2813,0,0
25,137400,RENT,4.0,EDUCATION,3000,13.06,1,0.02,N,2,1,2814,1,0
22,16800,RENT,1.0,EDUCATION,3050,9.91,1,0.18,N,3,1,2817,1,1
25,30000,RENT,1.0,EDUCATION,3075,10.59,0,0.1,N,2,1,2820,0,0
25,20000,RENT,0.0,MEDICAL,3100,11.71,0,0.15,N,4,1,2824,0,0
23,20400,RENT,3.0,PERSONAL,3125,12.61,0,0.15,N,3,1,2826,0,0
25,42000,RENT,2.0,EDUCATION,3150,5.79,0,0.07,N,4,1,2829,0,0
22,35000,MORTGAGE,6.0,EDUCATION,8000,5.79,0,0.23,N,4,1,2830,0,0
26,15000,RENT,8.0,MEDICAL,3200,12.21,1,0.21,N,2,1,2836,1,1
23,22000,RENT,2.0,MEDICAL,3200,12.69,0,0.15,N,4,1,2848,0,1
21,24000,RENT,3.0,DEBTCONSOLIDATION,3200,13.57,0,0.13,N,4,1,2851,0,0
24,35000,MORTGAGE,2.0,MEDICAL,2950,10.99,0,0.08,N,4,1,2861,0,0
23,31200,RENT,0.0,EDUCATION,3200,13.49,0,0.1,Y,4,0,2863,0,0
